File ID,Petition File Name,Date of Petition,Petition Source Year,Was_Withdrawn,Document Type,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Interim Response Date,Final Decision,Last Response Date,Count of Interim,Responding FDA Center (of Final Decision),Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response,Cleaned Final Decision,Received Final Decision,Response Time (Days),Cleaned FDA Responding Center,Responding Center Grouped
fda-2010-p-0056,FDA-2010-P-0056-0024_Richard_F__Edlich__M_D___Ph_D___et_al___Correction,2010-12-07,2010,False,original petition,"Richard F. Edlich, MD, PhD, Distinguished Professor Emeritus of Plastic Surgery, Biomedical Engineering, and Emergency Medicine, University of Virginia Health System",advocacy/academic,"21 CFR 10.30 – Procedures for submitting citizen petitions
- 21 CFR 5.10 – Delegation of authority to the Commissioner",The petition addresses lack of required informed consent in dental practices for patients receiving silver-mercury amalgam restorations. It criticizes historical FDA policy of approving mercury amalgam under a grandfather clause and calls for changes to current practices,"The petitioner requests the FDA to require dentists to provide informed consent brochures to patients who receive dental restorations, specifically those involving mercury-containing amalgam","Mercury amalgam consists of ~50% mercury and emits mercury vapor, especially during chewing, brushing, or consuming hot liquids.
- Mercury is linked to damage in the kidney, nervous, and cardiovascular systems, and is implicated in mucosal tattoos and diseases like autism, Alzheimer’s, and multiple sclerosis.
- Scientific literature and international practices (Norway, Finland, Denmark, Sweden) support restricting amalgam use.
- Some U.S. states (Maine, California, Connecticut, Vermont) have enacted state-level informed consent laws.
- The economic and environmental costs of mercury pollution are substantial, reinforcing the need for regulatory intervention",,Closed due to death of petitioner,2018-04-10,0.0,Center for Devices and Radiological Health (CDRH),"21 CFR § 10.30(b)(3), 21 CFR § 10.30(e)(3)",,"Petitioner Dr. Richard Edlich passed away in 2013, and co-signors lacked proper contact info; FDA closed the docket",other,True,2681.0,CDRH,CDRH
fda-2010-p-0056,FDA-2010-P-0056-0001_Richard_F__Edlich__M_D___Ph_D___et_al___Citizen_Pe,2010-01-14,2010,False,original petition,"Richard F. Edlich, MD, PhD, Distinguished Professor Emeritus of Plastic Surgery, Biomedical Engineering, and Emergency Medicine, University of Virginia Health System. Co-signed by research assistants Jill J. Dahlstrom, Jamie J. Clark, and Tiffany M. Wisecarver",advocacy/academic,"21 C.F.R. § 10.30 – Governs the submission of citizen petitions
- 21 C.F.R. § 5.10 – Delegation of authority to the Commissioner",The petition addresses the lack of informed consent regarding the use of mercury-containing dental amalgams. It criticizes the FDA's longstanding approval of dental amalgam under a grandfather clause and urges the FDA to revise its stance and implement new patient notification practices,The petitioner requests the FDA to prepare and mandate the distribution of informed consent brochures for all dental patients receiving silver-mercury amalgam restorations,"Mercury amalgam contains ~50% mercury, which emits vapor when triggered by heat or friction (e.g., chewing, brushing).
- Mercury exposure has been linked to neurological, renal, cardiovascular disorders, and mucosal tattoos.
- Multiple European countries (e.g., Norway, Sweden, Denmark) have banned mercury amalgam and/or require informed consent.
- Several U.S. states (Maine, California, Connecticut, Vermont) have implemented informed consent laws.
- The FDA’s previous acceptance of amalgam was based on outdated assumptions and lacks clinical safety trials.
- Scientific references (e.g., Lorscheider et al., FASEB Journal; Hylander & Goodsite on environmental costs) support the call for informed consent due to documented health and environmental risks",,Other (Panel Hearing Notification),2010-08-26,0.0,Center for Devices and Radiological Health (CDRH),Not Mentioned,,Notified petitioner of upcoming panel meeting to discuss scientific issues raised in the dental amalgam classification petition,other,True,224.0,CDRH,CDRH
fda-2010-p-0012,FDA-2010-P-0012-0007_Alaunus_Pharmaceutical_LLC_re_Patrick_Foster_Citiz,2010-11-07,2010,False,original petition,"Alaunus Pharmaceutical, LLC",industry/corporation,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (suitability petitions for ANDAs)
- 21 CFR § 10.30 – FDA Citizen Petition regulation","The original petition requested that the FDA declare a high-strength Morphine Sulfate Injection Solution (25 mg/mL, PF, 50 mL and 100 mL single-use vials) suitable for consideration under an ANDA. This letter withdraws that request",The petitioner is requesting that the FDA withdraw the previously submitted Citizen Petition (FDA-2010-P-0012-001/CP),Not Mentioned – The letter only states the request for withdrawal without providing a reason,,,2025-10-15,0.0,,,,,no decision,False,5456.0,pending,pending
fda-2012-p-1189,FDA-2012-P-1189-0010_Extension_Request_TMP_for_Canned_Tuna.pdf,2012-06-20,2012,False,original petition,"Bumble Bee Foods, LLC; StarKist Co.; Tri-Union Seafoods, LLC (Chicken of the Sea)",industry/corporation,21 CFR 10.30; 21 CFR 130.12,Request extension of temporary marketing permit for canned tuna labeled by drained weight rather than pressed cake weight,Requested to maintain current labeling while FDA rulemaking proceeds; no consumer deception or health concerns identified,,,,2025-10-15,0.0,,,,,no decision,False,4865.0,pending,pending
fda-2012-p-0119,FDA-2012-P-0119-0010_Redacted_Appeal_from_Mario_Morais.pdf,2014-07-04,2012,False,original petition,Mario Morais,individual,21 CFR 10.75,Appeal regarding previous denial of Citizen Petition concerning desiccant labeling in pharmaceutical packaging,Request for reconsideration based on new arguments and interpretations of labeling standards,,,,2025-10-15,0.0,,,,,no decision,False,4121.0,pending,pending
fda-2012-p-0260,FDA-2012-P-0260-0021_Amendment_from_Fisher_Wallace_Laboratories_LLC.pdf,2014-05-07,2012,False,original petition,Fisher Wallace Laboratories LLC,advocacy/academic,,Request to amend citizen petition requesting FDA to reclassify cranial electrotherapy stimulators (CES) from Class III to Class II,Updated scientific rationale and regulatory arguments for reclassification of CES devices,,,,2025-10-15,0.0,,,,,no decision,False,4179.0,pending,pending
fda-2012-p-0895,FDA-2012-P-0895-0004_Endo_Pharmaceuticals_Inc_Endo_Supplement.pdf,2012-11-01,2012,False,original petition,Endo Pharmaceuticals Inc.,industry/corporation,Section 505(j)(6) of FD&C Act; 21 CFR 314.161,Supplement to original citizen petition requesting FDA find non-crush-resistant Opana ER discontinued for safety reasons and refuse/suspend ANDAs,New post-marketing data showing increased abuse and safety concerns with non-crush-resistant formulation,,,,2025-10-15,0.0,,,,,no decision,False,4731.0,pending,pending
fda-2012-p-0794,FDA-2012-P-0794-0001_Piedmont_Animal_Health_Citizen_Petition.pdf,2012-08-24,2012,False,original petition,Piedmont Animal Health,individual,21 CFR 514.1; 21 CFR 514.8; 21 CFR 514.111,Suitability petition requesting permission to submit ANADA for chewable praziquantel/pyrantel pamoate/febantel for dogs,"Differences from pioneer product (chewable form, texture, size) do not affect active ingredients or intended use",,,,2025-10-15,0.0,,,,,no decision,False,4800.0,pending,pending
fda-2012-p-0270,FDA-2012-P-0270-0001_Neuro_Fitness_LLC___Citizen_Petition.pdf,2012-03-23,2012,False,original petition,Neuro Fitness LLC,industry/corporation,21 CFR 10.30,Request FDA to reclassify cranial electrotherapy stimulators (CES) from Class III to Class II,Scientific literature and clinical evidence support reclassification for safety and effectiveness,,,,2025-10-15,0.0,,,,,no decision,False,4954.0,pending,pending
fda-2012-p-0404,FDA-2012-P-0404-0001_Public_Citizen_Health_Research_Group_Citizen_Petit.pdf,2012-04-11,2012,False,original petition,Public Citizen Health Research Group,advocacy/academic,21 CFR 10.30,"Request FDA to remove propoxyphene-containing products (e.g., Darvon, Darvocet) from the market due to cardiovascular risks",Evidence of serious cardiac side effects outweighs benefits,,,,2025-10-15,0.0,,,,,no decision,False,4935.0,pending,pending
fda-2012-p-0272,FDA-2012-P-0272-0001_Actavis_Inc__Attachments_1_and_2__Citizen_Petition.pdf,2012-03-22,2012,False,original petition,Actavis Inc.,industry/corporation,21 CFR 10.30,Request that FDA refuse to approve or suspend approval of any ANDAs referencing original Opana ER formulation,Argues that changes to formulation (crush-resistant) were necessary for safety; allowing generic approval of non-crush-resistant would pose public health risk,,,,2025-10-15,0.0,,,,,no decision,False,4955.0,pending,pending
fda-2012-p-0317,FDA-2012-P-0317-0001_Abbott_Laboratories_Covington_and_Burling_LLP__Cit.pdf,2012-04-02,2012,False,original petition,Abbott Laboratories (represented by Covington & Burling LLP),law/consulting,21 C.F.R. § 10.30; Section 351 of PHSA (BPCIA),"Request that FDA not accept, file, approve, or otherwise consider biosimilar applications referencing Humira before March 23, 2010",Based on constitutional protections (Fifth Amendment takings clause) and preserving trade secrets from premature disclosure,,,,2025-10-15,0.0,,,,,no decision,False,4944.0,pending,pending
fda-2012-p-0749,FDA-2012-P-0749-0001_Reference_2_Nasonex_NDA_20_762_Formulation_Develop.pdf,2012-05-29,2012,False,original petition,"Merck & Co., Inc.",industry/corporation,21 CFR 10.30,Request that FDA refuse to approve any ANDA referencing Nasonex unless bioequivalence is demonstrated using the innovator's formulation,"Differences in formulation could impact clinical performance; thus, stricter bioequivalence standards needed",,,,2025-10-15,0.0,,,,,no decision,False,4887.0,pending,pending
fda-2012-p-0053,FDA-2012-P-0053-0001_Lannett_Company_Inc_and_Cody_Laboratories_Inc_Alst.pdf,2012-01-18,2012,False,original petition,Lannett Company Inc. and Cody Laboratories Inc.,advocacy/academic,21 CFR 10.30,Request for FDA to withdraw approval of certain generic morphine sulfate oral solutions due to bioequivalence and safety concerns,Alleged inadequacy of bioequivalence data and potential safety risks for patients,,,,2025-10-15,0.0,,,,,no decision,False,5019.0,pending,pending
fda-2012-p-0298,FDA-2012-P-0298-0001_Joseph_Dedvukaj_Firm_PC_On_Behalf_of_Arena_Pharmac.pdf,2012-03-20,2012,False,original petition,Joseph Dedvukaj Firm PC on behalf of Arena Pharmaceuticals,law/consulting,21 CFR 10.30,Request for FDA approval of Lorcaserin for treatment of obesity,Claims sufficient evidence of safety and efficacy for new drug application approval,,,,2025-10-15,0.0,,,,,no decision,False,4957.0,pending,pending
fda-2012-p-0733,FDA-2012-P-0733-0001_Jazz_Pharmaceuticals_Citizen_Petition.pdf,2012-06-01,2012,False,original petition,"Jazz Pharmaceuticals, Inc.",industry/corporation,21 CFR 10.30,Request that FDA refuse to approve any ANDA for sodium oxybate oral solution that omits the Risk Management Program requirements,Argues that RMP requirements are necessary for safe use and should be mandatory for all generic applicants,,,,2025-10-15,0.0,,,,,no decision,False,4884.0,pending,pending
fda-2012-p-0947,FDA-2012-P-0947-0001_Mallinckrodt_Inc__Citizen_Petition.pdf,2012-07-12,2012,False,original petition,Mallinckrodt Inc.,industry/corporation,21 CFR 10.30,Request that FDA refuse to approve any ANDA for generic Exalgo unless bioequivalence is demonstrated using the approved crush-resistant formulation,Public health concerns regarding abuse potential if bioequivalence to crush-resistant formulation is not assured,,,,2025-10-15,0.0,,,,,no decision,False,4843.0,pending,pending
fda-2012-p-0939,FDA-2012-P-0939-0001_Purdue_Pharma_L_P_Kleinfeld_Kaplan_and_Becker_LLP_.pdf,2012-07-05,2012,False,original petition,"Purdue Pharma L.P. (represented by Kleinfeld, Kaplan and Becker LLP)",law/consulting,21 CFR 10.30,Request that FDA refuse to approve any ANDAs referencing OxyContin without demonstrating abuse-deterrent properties,Argues that removing abuse-deterrent features would pose public health risks and undermine incentives for innovation,,,,2025-10-15,0.0,,,,,no decision,False,4850.0,pending,pending
fda-2012-p-0695,FDA-2012-P-0695-0006_Lorillard_Inc__Letter.pdf,2012-06-11,2012,False,original petition,"Lorillard, Inc.",industry/corporation,21 CFR 10.30,Request to revise or withdraw sections of a Draft Guidance related to harmful and potentially harmful constituents (HPHCs) reporting requirements for tobacco products,"Argues that certain reporting requirements were premature, burdensome, and lacked statutory basis",,,,2025-10-15,0.0,,,,,no decision,False,4874.0,pending,pending
fda-2012-p-0260,FDA-2012-P-0260-0001_Fisher_Wallace_Laboratories_LLC_Citizen_Petition.pdf,2012-03-02,2012,False,original petition,Fisher Wallace Laboratories LLC,advocacy/academic,21 CFR 10.30,Request that FDA reclassify cranial electrotherapy stimulators (CES) from Class III to Class II,Claims sufficient evidence of safety and effectiveness based on clinical data,,,,2025-10-15,0.0,,,,,no decision,False,4975.0,pending,pending
fda-2012-p-0963,FDA-2012-P-0963-0001_Charles_J_Zimmerer_Citizen_Petition.pdf,2012-07-18,2012,False,original petition,Charles J. Zimmerer,individual,21 CFR 10.30,Request for reconsideration of FDA's refusal to grant orphan drug designation for a specific product,Argues that the denial was based on incorrect interpretations of regulatory criteria,,,,2025-10-15,0.0,,,,,no decision,False,4837.0,pending,pending
fda-2012-p-0275,FDA-2012-P-0275-0001_William_H_Lamont_Citizen_Petition.pdf,2012-03-19,2012,False,original petition,William H. Lamont,individual,21 CFR 10.30,Request for FDA to initiate recall and conduct testing on certain nutritional supplements marketed for infants,Concerns over contamination and labeling inaccuracies potentially affecting infant health,,,,2025-10-15,0.0,,,,,no decision,False,4958.0,pending,pending
fda-2012-p-0760,FDA-2012-P-0760-0001_Purdue_Pharma_L_P_Kleinfeld_Kaplan_and_Becker_LLP_.pdf,2012-07-13,2012,False,original petition,"Purdue Pharma L.P. (represented by Kleinfeld, Kaplan and Becker LLP)",law/consulting,21 CFR 10.30,Request that FDA refuse to approve any ANDA for generic reformulated OxyContin unless it demonstrates comparable abuse-deterrent properties,Claims that tamper-resistance is essential for public health and generics must meet similar standards,,,,2025-10-15,0.0,,,,,no decision,False,4842.0,pending,pending
fda-2012-p-0189,FDA-2012-P-0189-0001_Lannett_Company_Inc_and_Cody_Laboratories_Inc_Alst.pdf,2012-03-05,2012,False,original petition,"Lannett Company, Inc. and Cody Laboratories, Inc.",advocacy/academic,21 CFR 10.30,Request that FDA recognize certain morphine sulfate oral solutions as grandfathered drugs not requiring new drug applications,Claims products meet grandfathering criteria under FDCA and have longstanding historical use without material changes,,,,2025-10-15,0.0,,,,,no decision,False,4972.0,pending,pending
fda-2012-p-0137,FDA-2012-P-0137-0001_Anulex_Technologies_Inc__R_Sheridan_Consulting_LLC.pdf,2012-02-10,2012,False,original petition,"Anulex Technologies, Inc. (represented by R. Sheridan Consulting LLC)",law/consulting,21 CFR 10.30,Request that FDA reclassify the Xclose Tissue Repair System from Class III to Class II with special controls,Argues that available clinical evidence supports safety and effectiveness under less restrictive classification,,,,2025-10-15,0.0,,,,,no decision,False,4996.0,pending,pending
fda-2012-p-0275,FDA-2012-P-0275-0001_William_H_Lamont_Citizen_Petition.pdf,2012-04-02,2012,False,original petition,William H. Lamont,individual,21 CFR 10.30,Request for FDA to take regulatory action regarding label requirements and certain drug product approvals,Argues that specific regulatory action is necessary to protect public health,,,,2025-10-15,0.0,,,,,no decision,False,4944.0,pending,pending
fda-2012-p-0760,FDA-2012-P-0760-0001_Purdue_Pharma_L_P_Kleinfeld_Kaplan_and_Becker_LLP_.pdf,2012-07-30,2012,False,original petition,"Purdue Pharma L.P., Kleinfeld Kaplan and Becker LLP",law/consulting,21 CFR 314.161,Request to determine that discontinued formulations of certain drug products were withdrawn for safety reasons,Argues that old formulations pose safety concerns that justify refusal of ANDA approvals,,,,2025-10-15,0.0,,,,,no decision,False,4825.0,pending,pending
fda-2012-p-0260,FDA-2012-P-0260-0001_Fisher_Wallace_Laboratories_LLC_Citizen_Petition.pdf,2012-03-20,2012,False,original petition,Fisher Wallace Laboratories LLC,advocacy/academic,21 CFR 10.30,Request for reclassification of the Fisher Wallace Stimulator from Class III to Class II,"Justifies reclassification based on safety, effectiveness, and postmarket use data",,,,2025-10-15,0.0,,,,,no decision,False,4957.0,pending,pending
fda-2012-p-0963,FDA-2012-P-0963-0001_Charles_J_Zimmerer_Citizen_Petition.pdf,2012-11-01,2012,False,original petition,"Charles J. Zimmerer, Esq.",individual,21 CFR 10.30,Request for reconsideration of FDA's refusal to grant exclusivity to a specific product,Argues that FDA misapplied its rules and the product met criteria for exclusivity,,,,2025-10-15,0.0,,,,,no decision,False,4731.0,pending,pending
fda-2012-p-0103,FDA-2012-P-0103-0001_The_Feinstein_Institute_for_Medical_Reseach_North_.pdf,2012-01-30,2012,False,original petition,The Feinstein Institute for Medical Research (North Shore-LIJ Health System),advocacy/academic,21 CFR 10.30,Request for designation of a human cell and tissue-based product as a biologic,Argues the product meets statutory definitions and should be regulated as a biologic,,,,2025-10-15,0.0,,,,,no decision,False,5007.0,pending,pending
fda-2012-p-0695,FDA-2012-P-0695-0007_Lorillard__Inc_Letter_with_encloure___Letter.pdf,2012-06-26,2012,False,original petition,FDA Center for Tobacco Products,advocacy/academic,21 CFR 10.30,Request for enforcement discretion for premarket approval requirements under FDCA section 910(a) for two new tobacco products submitted under substantial equivalence reports,,,,,2025-10-15,0.0,,,,,no decision,False,4859.0,pending,pending
fda-2012-p-1103,FDA-2012-P-1103-0001_Ikaria_Inc_Kleinfeld_Kaplan_and_Becker_LLP_Citizen.pdf,2012-11-01,2012,False,original petition,FDA Center for Drug Evaluation and Research (CDER),advocacy/academic,21 CFR 10.30,Request to revoke orphan drug designation granted to GeNO for nitric oxide or require clinical superiority data,,,,,2025-10-15,0.0,,,,,no decision,False,4731.0,pending,pending
fda-2012-p-0295,FDA-2012-P-0295-0001_Janssen_Pharmaceuticals_Inc_Ropes_and_Gray_LLP_Cit.pdf,2012-03-26,2012,False,original petition,"Janssen Pharmaceuticals, Inc.",industry/corporation,21 CFR 10.30,Request that FDA adopt specific bioequivalence requirements for ANDAs referencing ELMIRON (pentosan polysulfate sodium),Ensure generic versions have comparable safety and efficacy by requiring bioequivalence studies with clinical endpoints and detailed active ingredient characterization,,,,2025-10-15,0.0,,,,,no decision,False,4951.0,pending,pending
fda-2012-p-1095,FDA-2012-P-1095-0001_Resveratrol_Partners_LLC_Citizen_Petition.pdf,2012-05-31,2012,False,original petition,"Resveratrol Partners, LLC",industry/corporation,21 CFR 10.30,Requesting FDA to allow resveratrol dietary supplements to include specific health claims,Scientific evidence presented to support structure/function claims for resveratrol supplementation,,,,2025-10-15,0.0,,,,,no decision,False,4885.0,pending,pending
fda-2012-p-1072,FDA-2012-P-1072-0001_Boehringer_Ingelheim_Pharmaceuticals_Inc_Ropes_Gra.pdf,2012-08-08,2012,False,original petition,"Boehringer Ingelheim Pharmaceuticals, Inc.",industry/corporation,21 CFR 10.30,Request for specific bioequivalence study requirements for generic versions of Pradaxa (dabigatran etexilate),Concern about Pradaxa’s complex formulation and need for in vivo bioequivalence demonstration,,,,2025-10-15,0.0,,,,,no decision,False,4816.0,pending,pending
fda-2012-p-0119,FDA-2012-P-0119-0003_Mario_Morais_Supplement.pdf,2012-04-24,2012,False,original petition,Mario Morais,individual,21 CFR 10.30,Supplement to original citizen petition regarding regulatory actions on a drug product,,,,,2025-10-15,0.0,,,,,no decision,False,4922.0,pending,pending
fda-2012-p-1103,FDA-2012-P-1103-0006_Ikaria_Inc_Kleinfeld_Kaplan_and_Becker_LLP_Supplem.pdf,2012-11-13,2012,False,original petition,"Ikaria, Inc.",industry/corporation,21 CFR 10.30,Supplement submission to previous citizen petition regarding nitric oxide orphan drug designation,,,,,2025-10-15,0.0,,,,,no decision,False,4719.0,pending,pending
fda-2012-p-0637,FDA-2012-P-0637-0001_KV_Pharmaceutical_Company_Citizen_Petition.pdf,2012-03-02,2012,False,original petition,K-V Pharmaceutical Company,industry/corporation,21 CFR 10.30,Request for FDA enforcement action against compounded versions of hydroxyprogesterone caproate (Makena®) products,,,,,2025-10-15,0.0,,,,,no decision,False,4975.0,pending,pending
fda-2012-p-0951,FDA-2012-P-0951-0001_Endo_Pharmaceuticals_Inc_Citizen_Petition.pdf,2012-05-30,2012,False,original petition,"Endo Pharmaceuticals, Inc.",industry/corporation,21 CFR 10.30,Request for FDA to deny approval of generic versions of Opana® ER that are not abuse-deterrent,,,,,2025-10-15,0.0,,,,,no decision,False,4886.0,pending,pending
fda-2012-p-0387,FDA-2012-P-0387-0001_ABT_Molecular_Imaging_Inc_Citizen_Petition.pdf,2012-04-18,2012,False,original petition,"ABT Molecular Imaging, Inc.",industry/corporation,21 CFR 10.30,Request to allow submission of ANDA for Fludeoxyglucose F18 Injection with lower strength (1–20 mCi/mL EOS),,,,,2025-10-15,0.0,,,,,no decision,False,4928.0,pending,pending
fda-2012-p-0695,FDA-2012-P-0695-0012_Lorillard_Tobacco_Company_Petition_for_Reconsidera.pdf,2012-08-24,2012,False,original petition,Lorillard Tobacco Company,industry/corporation,21 CFR 10.30,Request for reconsideration of FDA’s order finding two new tobacco products not substantially equivalent,Argues that FDA’s decision was arbitrary and capricious and did not adequately consider evidence,,,,2025-10-15,0.0,,,,,no decision,False,4800.0,pending,pending
fda-2012-p-1018,FDA-2012-P-1018-0001_Mutual_Pharmaceutical_Company_Inc_Sidley_Austin_LL.pdf,2012-10-23,2012,False,original petition,"Mutual Pharmaceutical Company, Inc.",industry/corporation,21 CFR 10.30,Request for FDA to refuse acceptance of certain ANDAs referencing Sular® (nisoldipine) extended-release tablets,Argues bioequivalence standards are not met by proposed generics,,,,2025-10-15,0.0,,,,,no decision,False,4740.0,pending,pending
fda-2012-p-1155,FDA-2012-P-1155-0003_Deka_Research_and_Development_Corportion__Suppleme.pdf,2012-11-30,2012,False,original petition,Deka Research and Development Corporation,advocacy/academic,21 CFR 10.30,Supplement to earlier citizen petition seeking reclassification of stair-climbing wheelchair devices,Provides additional data and responses to FDA queries to support reclassification,,,,2025-10-15,0.0,,,,,no decision,False,4702.0,pending,pending
fda-2012-p-0555,FDA-2012-P-0555-0001_Teva_Pharmaceutical_Industries_Ltd_Citizen_Petitio.pdf,2012-03-02,2012,False,original petition,Teva Pharmaceutical Industries Ltd.,industry/corporation,21 CFR 10.30,Request that FDA apply stringent standards for approving generic versions of Copaxone®,Emphasizes complexity of active ingredient and challenges of establishing sameness,,,,2025-10-15,0.0,,,,,no decision,False,4975.0,pending,pending
fda-2012-p-0103,FDA-2012-P-0103-0003_Feinstein_Institute_for_Medical_Reseach_North_Shor.pdf,2012-01-30,2012,False,original petition,"Feinstein Institute for Medical Research (Thomas Chaly, Ph.D.)",advocacy/academic,NDA 22-494 (Sodium Fluoride F18 Injection); FDA regulations on ANDA amendments,Submission of an ANDA with a higher concentration than approved drug,Accept amendment to original citizen petition to include RLD labeling,"Ensure compliance with CGMP deadline (June 12, 2012)",,,2025-10-15,0.0,,,,,no decision,False,5007.0,pending,pending
fda-2012-p-0119,FDA-2012-P-0119-0005_Mario_Morais_Supplement.pdf,,2012,False,original petition,Mario Morais,individual,,,,,,,2025-10-15,,,,,,no decision,False,,pending,pending
fda-2012-p-0496,FDA-2012-P-0496-0003_Cumberland_Pharmaceuticals_Inc_Amendment.pdf,,2012,False,original petition,Cumberland Pharmaceuticals Inc.,industry/corporation,,,,,,,2025-10-15,,,,,,no decision,False,,pending,pending
fda-2012-p-0313,FDA-2012-P-0313-0001_Con_Vet_GmbH_and_Co_KG_Veterinary_Consulting_Group.pdf,2012-05-03,2012,False,original petition,Con Vet GmbH & Co KG Veterinary Consulting Group,law/consulting,21 CFR 10.30,Import alert on veterinary products,Request removal of Import Alert 16-129 for Polyinylpyrolidone Iodine Solution,Justification based on compliance with regulatory requirements and updated testing,,,2025-10-15,0.0,,,,,no decision,False,4913.0,pending,pending
fda-2012-p-0566,FDA-2012-P-0566-0001_Citizen_Petition_Empire_State_Consumer_Project_Inc.pdf,2012-06-04,2012,False,original petition,"Empire State Consumer Project, Inc.",industry/corporation,21 CFR 10.30,Use of polyethylene glycol (PEG 3350) products in children,"Request investigation, labeling changes, and potential withdrawal of PEG 3350 laxatives for children",Due to reports of neuropsychiatric events and other adverse events in children,,,2025-10-15,0.0,,,,,no decision,False,4881.0,pending,pending
fda-2012-p-0493,FDA-2012-P-0493-0001_Leroy_Leslie_Hamilton_PhD__Change_in_Classificatio.pdf,2012-05-14,2012,False,original petition,"Dr. Leroy Leslie Hamilton, Ph.D.",individual,21 CFR 860.123 (Medical Device Classification),Classification of Cranial Electrotherapy Stimulator devices,Request reclassification of CES devices from Class III to Class II,Supported by evidence of low risk and therapeutic benefit,,,2025-10-15,0.0,,,,,no decision,False,4902.0,pending,pending
fda-2012-p-0184,FDA-2012-P-0184-0003_Foley_Hoag_LLP_Fresenius_Medical_Care_North_Americ.pdf,2012-04-04,2012,False,original petition,Fresenius Medical Care North America,industry/corporation,21 CFR 10.30,Policy regarding concentrated dialysate solutions,Request FDA to revise policies for sodium bicarbonate concentrate solutions,Justification based on product quality and safety improvements,,,2025-10-15,0.0,,,,,no decision,False,4942.0,pending,pending
fda-2012-p-0468,FDA-2012-P-0468-0001_Cadila_Pharmaceuticals_Limited_India_Modavar_Pharm.pdf,2012-05-04,2012,False,original petition,Cadila Pharmaceuticals Limited / Modavar Pharmaceuticals LLC,industry/corporation,"21 CFR 10.20, 10.30; FDCA 505(j)",Reference Listed Drug (RLD) designation for Meclizine HCl tablets,Request designation of alternate RLD and removal of ANTIVERT if discontinued,ANTIVERT® unavailable commercially for over 12 months,,,2025-10-15,0.0,,,,,no decision,False,4912.0,pending,pending
fda-2012-p-1053,FDA-2012-P-1053-0001_Citizen_Petition_from_Public_Citizen.pdf,,2012,False,original petition,Public Citizen,individual,FDA general petition rules,Marketing approval standards,Request FDA to withdraw approval of propoxyphene-containing products,Based on cardiotoxicity and safety concerns,,,2025-10-15,0.0,,,,,no decision,False,,pending,pending
fda-2012-p-1155,FDA-2012-P-1155-0001_Deka_Research_and_Development_Corporation_Change_i.pdf,2012-12-04,2012,False,original petition,DEKA Research and Development Corporation,advocacy/academic,21 CFR Part 880,Medical device classification,Request reclassification of HomeChoice PRO Peritoneal Dialysis System accessory from Class III to Class II,Based on low risk and intended use,,,2025-10-15,0.0,,,,,no decision,False,4698.0,pending,pending
fda-2012-p-0040,FDA-2012-P-0040-0001_Electronic_Version_Fischer_Surgical_Inc_Citizen_Pe.pdf,2011-12-29,2012,False,original petition,Fischer Surgical Inc.,industry/corporation,21 CFR 10.33,NSE (Not Substantially Equivalent) letter issued for NCI Spatula,Acceptance of NCI Spatula as substantially equivalent to Endoserter (K090626),Overlooked endotoxin compliance; functionality demonstrated; no lower limit required,,,2025-10-15,0.0,,,,,no decision,False,5039.0,pending,pending
fda-2012-p-0299,FDA-2012-P-0299-0007_Supplement_from_Front_Range_Equine_Rescue_and_The_.pdf,2014-03-10,2012,False,original petition,Front Range Equine Rescue and The Humane Society of the United States,advocacy/academic,21 U.S.C. § 342(a)(4); 21 U.S.C. § 342(a)(2)(C)(ii),Rulemaking regarding adulterated horse meat,Supplement to petition requesting action against adulterated horse meat from American horses,Lack of treatment records makes horse meat adulterated; violations of FDCA,,,2025-10-15,0.0,,,,,no decision,False,4237.0,pending,pending
fda-2012-p-1007,FDA-2012-P-1007-0001_Public_Citizen_Citizen_Petition.pdf,2012-09-19,2012,False,original petition,Public Citizen,individual,21 C.F.R. § 20.49(d); FOIA regulations (5 U.S.C. § 552),FOIA policy and minor deletions,Revoke 21 C.F.R. § 20.49(d) and revise FDA FOIA practices,Policy inconsistent with FOIA and HHS regulations; harms FOIA requesters,,,2025-10-15,0.0,,,,,no decision,False,4774.0,pending,pending
fda-2012-p-1252,FDA-2012-P-1252-0001_Center_for_Food_Safety_CFS_Citizen_Petition.pdf,2012-12-05,2012,False,original petition,Center for Food Safety (CFS),advocacy/academic,21 CFR 10.30,Food additive petition process,Request FDA to issue a new rule banning arsenic-based drugs in animal feed,Scientific evidence linking arsenic to cancer and other health risks,,,2025-10-15,0.0,,,,,no decision,False,4697.0,pending,pending
fda-2012-p-0872,FDA-2012-P-0872-0051_Supplement_from_the_Handcrafted_Soap_and_Cosmetic_.pdf,,2012,False,original petition,Handcrafted Soap and Cosmetic Guild,advocacy/academic,"21 CFR 701.3, 21 U.S.C. 321(g)(1)",Labeling requirements for handcrafted soaps,Supplemental submission urging FDA to distinguish handcrafted soaps from cosmetics,Handcrafted soaps not intended to affect body structure or function; soaps are not cosmetics,,,2025-10-15,0.0,,,,,no decision,False,,pending,pending
